codename,id,name,description,views,created_at,updated_at,is_published,language_id,category_id,joined_tag_names,language_code,next_expiration_on,language_code
wie-fuge-ich-dem-projekt-auftragnehmer-hinzu,402484,Wie füge ich dem Projekt Auftragnehmer hinzu?,"",1296,2019-07-04 02:59:41 UTC,2019-07-31 11:04:06 UTC,true,4,,,,,,de_DE
genehmigungsprufungen-hinzufugen,402509,Genehmigungsprüfungen hinzufügen,"",1024,2019-07-04 03:00:12 UTC,2019-08-01 12:10:25 UTC,true,4,,,,,,de_DE
construction-stages-erstellen,402613,Construction Stages erstellen,"",821,2019-07-04 03:02:35 UTC,2019-07-31 13:37:21 UTC,true,4,,,,,,de_DE
kann-ich-nur-mit-dem-ersten-und-dem-letzten-foto-einen-bericht-erhalten,402601,Kann ich nur mit dem ersten und dem letzten Foto einen Bericht erhalten?,"",1056,2019-07-04 03:02:19 UTC,2019-08-01 08:02:28 UTC,true,4,,,,,,de_DE
wie-kann-ich-formulare-auf-der-website-ausfullen,402621,Wie kann ich Formulare auf der Website ausfüllen?,"",1256,2019-07-04 03:02:48 UTC,2019-07-30 07:47:21 UTC,true,4,,,,,,de_DE
hoe-download-ik-bestanden,402602,Hoe download ik bestanden?,"",878,2019-07-04 03:02:19 UTC,2019-08-01 08:36:28 UTC,true,4,,,,,,de_DE
baustellen-tagebuch,402530,Baustellen-Tagebuch,"",1609,2019-07-04 03:00:36 UTC,2019-08-01 08:00:35 UTC,true,4,,,,,,de_DE
wie-fuge-ich-der-standardaktionspunkteliste-ein-einzelnes-element-hinzu,402562,Wie füge ich der Standardaktionspunkteliste ein einzelnes Element hinzu?,"",1000,2019-07-04 03:01:12 UTC,2019-07-31 13:55:25 UTC,true,4,,,,,,de_DE
wie-erstelle-ich-barcodes-qr-codes-fur-lokationen,402555,Wie erstelle ich Barcodes / QR-Codes für Lokationen?,"",841,2019-07-04 03:01:03 UTC,2019-08-01 12:09:00 UTC,true,4,,,,,,de_DE
wie-sehe-ich-die-aktionspunktstatistik,402533,Wie sehe ich die Aktionspunktstatistik?,"",1072,2019-07-04 03:00:40 UTC,2019-08-01 08:01:52 UTC,true,4,,,,,,de_DE
wie-kann-ich-standardaktionspunktlisten-importieren,402590,Wie kann ich Standardaktionspunktlisten importieren?,"",971,2019-07-04 03:01:59 UTC,2019-07-31 13:45:08 UTC,true,4,,,,,,de_DE
benutzerverwaltung-auf-unternehmensebene,402594,Benutzerverwaltung auf Unternehmensebene,"",1151,2019-07-04 03:02:04 UTC,2019-08-01 12:17:47 UTC,true,4,,,,,,de_DE
kann-ich-anhand-des-inhalts-nach-inspektionsformularen-suchen,402567,Kann ich anhand des Inhalts nach Inspektionsformularen suchen?,"",963,2019-07-04 03:01:18 UTC,2019-08-01 08:32:38 UTC,true,4,,,,,,de_DE
importieren-exportieren-von-inspektionsformularvorlagen,402523,Importieren / Exportieren von Inspektionsformularvorlagen,"",1041,2019-07-04 03:00:24 UTC,2019-07-31 08:24:27 UTC,true,4,,,,,,de_DE
gibt-es-eine-versionsverwaltung-in-snagr-dokumenten,402511,Gibt es eine Versionsverwaltung in SnagR-Dokumenten?,"",885,2019-07-04 03:00:13 UTC,2019-08-01 07:48:57 UTC,true,4,,,,,,de_DE
wer-hat-zugriff-auf-die-dokumentenablage,402582,Wer hat Zugriff auf die Dokumentenablage?,"",1049,2019-07-04 03:01:52 UTC,2019-08-01 07:37:18 UTC,true,4,,,,,,de_DE
wie-suche-ich-nach-aktionspunkten,402558,Wie suche ich nach Aktionspunkten?,"",1219,2019-07-04 03:01:05 UTC,2019-07-22 12:45:48 UTC,true,4,,,,,,de_DE
wie-kann-ich-zwischen-den-zeichnungen-navigieren,402494,Wie kann ich zwischen den Zeichnungen navigieren?,"",1172,2019-07-04 02:59:51 UTC,2019-08-01 09:04:23 UTC,true,4,,,,,,de_DE
arbeitserlaubnis,402476,Arbeitserlaubnis,"",879,2019-07-04 02:59:33 UTC,2019-08-01 07:59:57 UTC,true,4,,,,,,de_DE
kann-ich-einem-werbeartikel-mehrere-fotos-hinzufugen,402500,"Kann ich einem Werbeartikel mehrere Fotos hinzufügen?
","",956,2019-07-04 02:59:59 UTC,2019-08-01 08:19:17 UTC,true,4,,,,,,de_DE
waar-zie-ik-de-actiepunten-notificaties,402574,Wo sehe ich die Aktionspunkte für Benachrichtigungen?,"",965,2019-07-04 03:01:40 UTC,2019-08-01 08:03:31 UTC,true,4,,,,,,de_DE
fototagebuch,402481,Fototagebuch,"",1223,2019-07-04 02:59:37 UTC,2019-08-01 08:00:45 UTC,true,4,,,,,,de_DE
subunternehmer,402531,Subunternehmer,"",938,2019-07-04 03:00:39 UTC,2019-08-01 08:54:48 UTC,true,4,,,,,,de_DE
wie-erstelle-ich-einen-ordner,402580,Wie erstelle ich einen Ordner?,"",896,2019-07-04 03:01:52 UTC,2019-08-01 07:35:54 UTC,true,4,,,,,,de_DE
kann-ich-eine-benachrichtigung-uber-eine-aktionspunkt-oder-ein-update-senden,402550,Kann ich eine Benachrichtigung über eine Aktionspunkt oder ein Update senden?,"",1034,2019-07-04 03:00:56 UTC,2019-08-01 08:33:29 UTC,true,4,,,,,,de_DE
kann-ich-aktionspunkte-bearbeiten,402474,Kann ich Aktionspunkte bearbeiten?,"",1097,2019-07-04 02:59:30 UTC,2019-08-01 07:58:09 UTC,true,4,,,,,,de_DE
wie-verschaffe-ich-mir-einen-uberblick-uber-alle-inspektionsformulare,402598,Wie verschaffe ich mir einen Überblick über alle Inspektionsformulare?,"",1124,2019-07-04 03:02:16 UTC,2019-08-01 08:02:00 UTC,true,4,,,,,,de_DE
wie-stelle-ich-inspektionsbenachrichtigungen-fur-alle-benutzer-ein,402547,Wie stelle ich Inspektionsbenachrichtigungen für alle Benutzer ein?,"",865,2019-07-04 03:00:54 UTC,2019-08-01 12:05:17 UTC,true,4,,,,,,de_DE
wie-losche-ich-einen-ordner,402510,Wie lösche ich einen Ordner?,"",977,2019-07-04 03:00:13 UTC,2019-08-01 07:41:24 UTC,true,4,,,,,,de_DE
antrag-auf-inspektion,402554,Antrag auf Inspektion,"",910,2019-07-04 03:01:00 UTC,2019-08-01 08:01:18 UTC,true,4,,,,,,de_DE
warum-muss-ich-synchronisieren,402586,Warum muss ich synchronisieren?,"",1259,2019-07-04 03:01:56 UTC,2019-08-01 08:36:39 UTC,true,4,,,,,,de_DE
wie-kann-ich-eine-inspektionsvorlage-bearbeiten,402483,Wie kann ich eine Inspektionsvorlage bearbeiten?,"",988,2019-07-04 02:59:40 UTC,2019-08-01 08:22:19 UTC,true,4,,,,,,de_DE
ich-kann-mich-auf-der-website-anmelden-aber-nicht-in-der-app-was-ist-los,402492,"Ich kann mich auf der Website anmelden, aber nicht in der App. Was ist los?","",1159,2019-07-04 02:59:50 UTC,2019-08-01 08:37:13 UTC,true,4,,,,,,de_DE
ich-kann-keinen-benutzer-hinzufugen-ich-sehe-den-benutzer-im-projekt-nicht-aber-das-system-meldet-dass-die-e-mail-adresse-bereits-existiert-was-ist-los,402475,"Ich kann keinen Benutzer hinzufügen. Ich sehe den Benutzer im Projekt nicht, aber das System meldet, dass die E-Mail-Adresse bereits existiert. Was ist los?","",894,2019-07-04 02:59:32 UTC,2019-08-01 11:28:44 UTC,true,4,,,,,,de_DE
loschen-sie-das-projekt-und-fugen-sie-es-erneut-hinzu,402495,Löschen Sie das Projekt und fügen Sie es erneut hinzu,"",1143,2019-07-04 02:59:52 UTC,2019-07-31 15:19:40 UTC,true,4,,,,,,de_DE
die-app-zeigt-weiterhin-anmeldeinformationen-prufen-an-was-ist-los,402529,"Die App zeigt weiterhin ""Anmeldeinformationen prüfen"" an. Was ist los?","",904,2019-07-04 03:00:36 UTC,2019-07-31 15:17:29 UTC,true,4,,,,,,de_DE
nichtkonformitatsbericht,402482,Nichtkonformitätsbericht,"",1375,2019-07-04 02:59:39 UTC,2019-08-01 08:01:26 UTC,true,4,,,,,,de_DE
wie-fuge-ich-lokationen-zu-zeichnungen-hinzu,402585,Wie füge ich Lokationen zu Zeichnungen hinzu?,"",1279,2019-07-04 03:01:54 UTC,2019-07-31 11:44:57 UTC,true,4,,,,,,de_DE
wie-kann-ich-ein-geandertes-kpi-dashboard-anzeigen,402516,Wie kann ich ein geändertes KPI-Dashboard anzeigen?,"",1156,2019-07-04 03:00:18 UTC,2019-08-01 08:02:07 UTC,true,4,,,,,,de_DE
wie-sende-ich-eine-passworterinnerung,402576,Wie sende ich eine Passworterinnerung?,"",1026,2019-07-04 03:01:44 UTC,2019-07-31 11:29:08 UTC,true,4,,,,,,de_DE
wie-lege-ich-die-berechtigungen-fur-custom-report-fest,402518,Wie lege ich die Berechtigungen für Custom Report fest?,"",866,2019-07-04 03:00:22 UTC,2019-07-31 11:28:13 UTC,true,4,,,,,,de_DE
wie-kann-ich-zeichnungen-gruppieren,402583,Wie kann ich Zeichnungen gruppieren?,"",1105,2019-07-04 03:01:53 UTC,2019-07-31 09:40:33 UTC,true,4,,,,,,de_DE
wie-verknupfe-ich-dokumente-mit-lokationen,402491,Wie verknüpfe ich Dokumente mit Lokationen?,"",1064,2019-07-04 02:59:49 UTC,2019-08-01 07:39:23 UTC,true,4,,,,,,de_DE
wie-losche-ich-eine-datei,402557,Wie lösche ich eine Datei?,"",918,2019-07-04 03:01:04 UTC,2019-08-01 07:42:48 UTC,true,4,,,,,,de_DE
wie-finde-ich-dokumente-nach-lokation,402611,Wie finde ich Dokumente nach Lokation?,"",933,2019-07-04 03:02:33 UTC,2019-08-01 11:25:51 UTC,true,4,,,,,,de_DE
wie-bearbeite-ich-eine-vorhandene-zeichnung,402605,Wie bearbeite ich eine vorhandene Zeichnung?,"",1207,2019-07-04 03:02:22 UTC,2019-07-31 09:49:44 UTC,true,4,,,,,,de_DE
kann-ich-mehrere-aktionspunkte-an-einem-ort-hinzufugen,402589,Kann ich mehrere Aktionspunkte an einem Ort hinzufügen?,"",1147,2019-07-04 03:01:58 UTC,2019-07-22 08:26:33 UTC,true,4,,,,,,de_DE
wie-lade-ich-dokumente-hoch-um-auf-formulare-zu-verlinken,402486,"Wie lade ich Dokumente hoch, um auf Formulare zu verlinken?","",1523,2019-07-04 02:59:45 UTC,2019-08-01 11:21:13 UTC,true,4,,,,,,de_DE
wie-lade-ich-ein-projekt-herunter,402608,Wie lade ich ein Projekt herunter?,"",1701,2019-07-04 03:02:26 UTC,2019-08-01 09:00:00 UTC,true,4,,,,,,de_DE
wie-ziehen-sie-eine-datei-von-einem-ordner-in-einen-anderen,402620,Wie ziehen Sie eine Datei von einem Ordner in einen anderen?,"",932,2019-07-04 03:02:47 UTC,2019-08-01 07:46:01 UTC,true,4,,,,,,de_DE
wie-verknupfen-sie-zeichnungen-automatisch,402600,Wie verknüpfen Sie Zeichnungen (automatisch)?,"",1158,2019-07-04 03:02:18 UTC,2019-07-31 10:27:45 UTC,true,4,,,,,,de_DE
wie-fuge-ich-einen-cue-point-hinzu,402575,Wie füge ich einen Aktionspunkt hinzu?,"",1309,2019-07-04 03:01:41 UTC,2019-08-01 10:23:18 UTC,true,4,,,,,,de_DE
wie-fulle-ich-mit-der-app-ein-formular-aus,402546,Wie fülle ich mit der App ein Formular aus?,"",1353,2019-07-04 03:00:53 UTC,2019-07-30 07:12:44 UTC,true,4,,,,,,de_DE
wie-bearbeite-ich-zeichnungsordner,402526,Wie bearbeite ich Zeichnungsordner?,"",892,2019-07-04 03:00:31 UTC,2019-07-31 09:41:34 UTC,true,4,,,,,,de_DE
kann-ich-die-fotogroe-bestimmen,402473,Kann ich die Fotogröße bestimmen?,"",924,2019-07-04 02:59:29 UTC,2019-08-01 08:20:32 UTC,true,4,,,,,,de_DE
wie-verwalte-ich-automatische-benachrichtigungen,402603,Wie verwalte ich automatische Benachrichtigungen?,"",1009,2019-07-04 03:02:21 UTC,2019-07-31 11:38:29 UTC,true,4,,,,,,de_DE
wie-setzen-sie-benutzerrechte-formulare,402503,Wie setzen Sie Benutzerrechte? (Formulare),"",1093,2019-07-04 03:00:03 UTC,2019-07-31 11:21:48 UTC,true,4,,,,,,de_DE
wie-lege-ich-die-berechtigungen-fur-kpi-dashboards-fest,402536,Wie lege ich die Berechtigungen für KPI-Dashboards fest?,"",946,2019-07-04 03:00:42 UTC,2019-07-31 11:24:12 UTC,true,4,,,,,,de_DE
354949-hoe-bekijk-ik-de-actiepunthistorie,402588,Wie zeige ich den Verlauf der Aktionspunkte an?,"",656,2019-07-04 03:01:58 UTC,2019-07-26 09:30:52 UTC,true,4,,,,,,de_DE
kann-ich-ein-aktionspunkt-erneut-eroffnen,402577,Kann ich ein Aktionspunkt erneut eröffnen?,"",842,2019-07-04 03:01:45 UTC,2019-08-01 08:33:35 UTC,true,4,,,,,,de_DE
kann-ich-eine-zusammenfassung-des-workflow-verlaufs-eines-formulars-erhalten,402506,Kann ich eine Zusammenfassung des Workflow-Verlaufs eines Formulars erhalten?,"",1112,2019-07-04 03:00:06 UTC,2019-08-01 11:17:57 UTC,true,4,,,,,,de_DE
konnen-aktionspunktberichte-automatisch-generiert-werden,402573,Können Aktionspunktberichte automatisch generiert werden?,"",1124,2019-07-04 03:01:36 UTC,2019-08-01 08:33:47 UTC,true,4,,,,,,de_DE
wie-bereite-ich-zeichnungen-vor-und-lade-sie-hoch,402607,Wie bereite ich Zeichnungen vor und lade sie hoch?,"",1167,2019-07-04 03:02:25 UTC,2019-08-01 11:13:41 UTC,true,4,,,,,,de_DE
aktionspunkte-uberlappen-sich-wie-kann-dem-abgeholfen-werden,402499,Aktionspunkte überlappen sich. Wie kann dem abgeholfen werden?,"",1030,2019-07-04 02:59:58 UTC,2019-08-01 08:18:03 UTC,true,4,,,,,,de_DE
sicherheitsinspektion,402517,Sicherheitsinspektion,"",906,2019-07-04 03:00:19 UTC,2019-08-01 07:59:05 UTC,true,4,,,,,,de_DE
354943-kan-ik-actiepunten-op-tekeningen-filteren,402524,Kann ich Aktionspunkte in Zeichnungen filtern?,"",870,2019-07-04 03:00:26 UTC,2019-07-26 09:20:30 UTC,true,4,,,,,,de_DE
wie-bekomme-ich-zusammenfassungen-unserer-aktionspunkte,402584,Wie bekomme ich Zusammenfassungen unserer Aktionspunkte?,"",1014,2019-07-04 03:01:54 UTC,2019-08-01 08:02:35 UTC,true,4,,,,,,de_DE
was-ist-aufeinanderfolgenden-aktionspunkt-hinzufugen,402553,"Was ist ""Aufeinanderfolgenden Aktionspunkt hinzufügen""?","",1044,2019-07-04 03:00:59 UTC,2019-08-01 08:34:00 UTC,true,4,,,,,,de_DE
projektzusammenfassung-was-sind-diese-roten-zahlen,402532,Projektzusammenfassung: Was sind diese roten Zahlen?,"",1018,2019-07-04 03:00:39 UTC,2019-08-01 08:02:48 UTC,true,4,,,,,,de_DE
kann-ich-einen-aktionspunkt-verschieben,402606,Kann ich einen Aktionspunkt verschieben?,"",967,2019-07-04 03:02:24 UTC,2019-08-01 08:12:19 UTC,true,4,,,,,,de_DE
wie-bearbeite-ich-benutzer-und-auftragnehmer,402604,Wie bearbeite ich Benutzer und Auftragnehmer?,"",1086,2019-07-04 03:02:21 UTC,2019-07-31 11:05:31 UTC,true,4,,,,,,de_DE
wie-kann-ich-formulare-im-pdf-format-exportieren,402542,Wie kann ich Formulare im PDF-Format exportieren?,"",1048,2019-07-04 03:00:51 UTC,2019-08-01 10:17:59 UTC,true,4,,,,,,de_DE
ubergabe-an-kaufer,402561,Übergabe an Käufer,"",956,2019-07-04 03:01:08 UTC,2019-08-01 08:01:11 UTC,true,4,,,,,,de_DE
entwickler,402485,Entwickler,"",1061,2019-07-04 02:59:43 UTC,2019-08-01 08:54:14 UTC,true,4,,,,,,de_DE
kann-ich-die-anderungen-an-einem-formular-anzeigen,402478,Kann ich die Änderungen an einem Formular anzeigen?,"",1288,2019-07-04 02:59:34 UTC,2019-08-01 10:12:00 UTC,true,4,,,,,,de_DE
wie-exportiere-ich-formulardaten-nach-excel,402552,Wie exportiere ich Formulardaten nach Excel?,"",1076,2019-07-04 03:00:58 UTC,2019-08-01 08:33:06 UTC,true,4,,,,,,de_DE
wie-bearbeite-ich-listen,402534,Wie bearbeite ich Listen?,"",920,2019-07-04 03:00:41 UTC,2019-07-31 08:06:36 UTC,true,4,,,,,,de_DE
projekt-checklisten-importieren-auf-projektebene,402618,Projekt-Checklisten importieren (auf Projektebene),"",1010,2019-07-04 03:02:44 UTC,2019-08-01 12:13:43 UTC,true,4,,,,,,de_DE
wie-verschiebe-bearbeite-losche-ich-eine-lokationensnadel,402508,Wie verschiebe / bearbeite / lösche ich eine Lokationensnadel?,"",906,2019-07-04 03:00:10 UTC,2019-08-01 12:08:04 UTC,true,4,,,,,,de_DE
ubersicht-aller-icons-buttons-in-der-app,402498,Übersicht aller Icons / Buttons in der App,"",1038,2019-07-04 02:59:54 UTC,2019-08-01 08:37:21 UTC,true,4,,,,,,de_DE
ich-kann-in-der-app-nicht-synchronisieren-was-soll-ich-tun,402549,Ich kann in der App nicht synchronisieren. Was soll ich tun?,"",913,2019-07-04 03:00:55 UTC,2019-07-31 15:20:22 UTC,true,4,,,,,,de_DE
wie-entwerfe-ich-eine-inspektionsformularvorlage-mit-geschaftslogik,402614,Wie entwerfe ich eine Inspektionsformularvorlage mit Geschäftslogik?,"",1083,2019-07-04 03:02:38 UTC,2019-08-01 11:34:11 UTC,true,4,,,,,,de_DE
kann-ich-das-formularbild-bearbeiten-ersetzen,402568,Kann ich das Formularbild bearbeiten / ersetzen?,"",883,2019-07-04 03:01:23 UTC,2019-08-01 08:34:36 UTC,true,4,,,,,,de_DE
was-ist-der-aktionspunktmodus-und-der-inspektionsmodus,402515,Was ist der Aktionspunktmodus und der Inspektionsmodus?,"",1161,2019-07-04 03:00:17 UTC,2019-08-01 08:37:37 UTC,true,4,,,,,,de_DE
begriffe-auf-unternehmensebene,402504,Begriffe (auf Unternehmensebene),"",971,2019-07-04 03:00:04 UTC,2019-07-31 09:34:50 UTC,true,4,,,,,,de_DE
standardsprache-oder-logo-bearbeiten-auf-unternehmensebene,402570,Standardsprache oder Logo bearbeiten (auf Unternehmensebene),"",840,2019-07-04 03:01:28 UTC,2019-07-31 09:11:14 UTC,true,4,,,,,,de_DE
wie-kann-ich-einem-inspektionsformular-ein-foto-aus-meiner-fotogalerie-hinzufugen,402587,Wie kann ich einem Inspektionsformular ein Foto aus meiner Fotogalerie hinzufügen?,"",937,2019-07-04 03:01:58 UTC,2019-08-01 08:32:13 UTC,true,4,,,,,,de_DE
wie-kann-ich-genehmigungen-anzeigen-und-hinzufugen,402505,Wie kann ich Genehmigungen anzeigen und hinzufügen?,"",918,2019-07-04 03:00:05 UTC,2019-08-01 08:31:36 UTC,true,4,,,,,,de_DE
wie-aktiviere-ich-das-auto-close-fur-fototagebucher,402471,Wie aktiviere ich das Auto-Close für Fototagebücher?,"",729,2019-07-04 02:59:27 UTC,2019-08-01 11:30:56 UTC,true,4,,,,,,de_DE
prioritaten-und-enddatum-bearbeiten-auf-unternehmensebene,402490,Prioritäten und Enddatum bearbeiten (auf Unternehmensebene),"",857,2019-07-04 02:59:48 UTC,2019-07-31 09:18:18 UTC,true,4,,,,,,de_DE
wie-aktiviere-ich-formularvorlagen-fur-ein-projekt,402560,Wie aktiviere ich Formularvorlagen für ein Projekt?,"",1055,2019-07-04 03:01:08 UTC,2019-08-01 11:45:21 UTC,true,4,,,,,,de_DE
was-ist-der-schnellste-weg-um-sich-wiederholende-zeichnungen-raume-einzurichten,402525,"Was ist der schnellste Weg, um sich wiederholende Zeichnungen / Räume einzurichten?","",950,2019-07-04 03:00:29 UTC,2019-08-01 11:49:57 UTC,true,4,,,,,,de_DE
wie-sende-ich-benachrichtigungen-zu-einem-formular,402615,Wie sende ich Benachrichtigungen zu einem Formular?,"",927,2019-07-04 03:02:43 UTC,2019-08-01 08:31:54 UTC,true,4,,,,,,de_DE
wie-legst-du-rechte-fest-aktionspunkte,402507,Wie legst du Rechte fest? (Aktionspunkte),"",1016,2019-07-04 03:00:07 UTC,2019-08-01 12:02:32 UTC,true,4,,,,,,de_DE
projekte-bearbeiten-anzeigen-auf-unternehmensebene,402551,Projekte bearbeiten / anzeigen (auf Unternehmensebene),"",839,2019-07-04 03:00:56 UTC,2019-07-31 09:24:58 UTC,true,4,,,,,,de_DE
wie-erstelle-ich-einen-benutzerdefinierten-bericht,402578,Wie erstelle ich einen benutzerdefinierten Bericht?,"",868,2019-07-04 03:01:47 UTC,2019-08-01 08:01:42 UTC,true,4,,,,,,de_DE
vertragsmanagement-auf-unternehmensebene,402566,Vertragsmanagement auf Unternehmensebene,"",950,2019-07-04 03:01:17 UTC,2019-07-31 14:10:48 UTC,true,4,,,,,,de_DE
hersteller,402543,Hersteller,"",947,2019-07-04 03:00:52 UTC,2019-08-01 08:53:42 UTC,true,4,,,,,,de_DE
was-ist-ein-paket,402497,Was ist ein Paket?,"",1021,2019-07-04 02:59:54 UTC,2019-08-01 07:44:51 UTC,true,4,,,,,,de_DE
wie-erstelle-ich-einen-aktionspunktbericht-fur-subunternehmer,402609,Wie erstelle ich einen Aktionspunktbericht für Subunternehmer?,"",1247,2019-07-04 03:02:28 UTC,2019-08-01 08:02:19 UTC,true,4,,,,,,de_DE
354950-kan-ik-meerdere-actiepunten-tegelijk-aanpassen,402540,Kann ich mehrere Aktionspunkte gleichzeitig anpassen?,"",806,2019-07-04 03:00:50 UTC,2019-07-26 09:39:17 UTC,true,4,,,,,,de_DE
wie-verbinde-ich-zeichnungen-manuell,402599,Wie verbinde ich Zeichnungen (manuell)?,"",848,2019-07-04 03:02:17 UTC,2019-08-01 11:50:46 UTC,true,4,,,,,,de_DE
wie-richte-ich-aktionspunktbenachrichtigungen-fur-alle-benutzer-ein,402597,Wie richte ich Aktionspunktbenachrichtigungen für alle Benutzer ein?,"",1082,2019-07-04 03:02:11 UTC,2019-08-01 11:10:46 UTC,true,4,,,,,,de_DE
how-to-link-drawings-together-automatically,359624,Procedura di collegamento automatico Disegni ,"",977,2019-01-28 03:41:31 UTC,2019-09-12 13:35:01 UTC,true,6,,,,,,it_IT
how-do-i-see-custom-dashboard,359681,"Come visualizzare i vostri pannelli di controllo KPI personalizzati
","",983,2019-01-28 03:42:56 UTC,2019-09-11 13:02:29 UTC,true,6,,,,,,it_IT
340752-project-checklists,359687,Creazione di una Checklist di Progetto,"",752,2019-01-28 03:43:05 UTC,2019-09-12 09:03:33 UTC,true,6,,,,,,it_IT
how-to-group-drawings,359708,Creazione Set Disegni,"",1002,2019-01-28 03:43:23 UTC,2019-03-07 13:05:00 UTC,true,6,,,,,,it_IT
how-to-edit-items-on-standard-issue-list,359577,Come modificare descrizioni difetto nella lista difetti standard,"",981,2019-01-28 03:40:32 UTC,2019-02-26 15:40:16 UTC,true,6,,,,,,it_IT
how-to-set-up-issues-notifications-for-all-users,359591,Impostazione notifica automatica Difetti ,"",1126,2019-01-28 03:40:43 UTC,2019-09-13 06:35:14 UTC,true,6,,,,,,it_IT
339385-how-do-i-generate-a-custom-report,359685,Come aggiornare i dati di un custom report,"",891,2019-01-28 03:43:00 UTC,2019-09-11 14:15:46 UTC,true,6,,,,,,it_IT
340751-add-permit,359604,Aggiunta di un documento al Permesso di Lavoro,"",991,2019-01-28 03:41:09 UTC,2019-09-12 09:01:04 UTC,true,6,,,,,,it_IT
how-to-upload-documents-to-link-to-forms,359652,Come allegare documenti dal repositorio a Documenti di Ispezione,"",1678,2019-01-28 03:42:05 UTC,2019-09-11 13:08:24 UTC,true,6,,,,,,it_IT
how-to-move-a-file-from-one-folder-to-another,359622,Repositorio Documenti: spostare un documento da una cartella all' altra,"",1031,2019-01-28 03:41:30 UTC,2019-09-11 15:04:48 UTC,true,6,,,,,,it_IT
how-to-enable-specific-issue-categories-for-a-project,359658,"Quando aggiungo difetti non ho Categoria, Tipo e Descrizione Difetto da cui scegliere, cosa non va?
","",1011,2019-01-28 03:42:19 UTC,2019-09-12 13:41:17 UTC,true,6,,,,,,it_IT
how-can-i-link-documents-to-a-form,359585,Come collegare documenti dal repositorio a Documenti di Ispezione,"",1037,2019-01-28 03:40:39 UTC,2019-02-26 19:29:20 UTC,true,6,,,,,,it_IT
how-to-set-up-form-permissions,359659,Privilegi Utenti: modalita' rilevazione (Difetti),"",2568,2019-01-28 03:42:20 UTC,2019-09-12 12:40:38 UTC,true,6,,,,,,it_IT
how-can-i-go-from-one-drawing-to-another,359713,Come passare da un disegno all' altro?,"",1179,2019-01-28 03:43:31 UTC,2019-02-26 15:03:29 UTC,true,6,,,,,,it_IT
how-to-upload-documents,359698,Caricare documenti nel Repositorio Documenti,"",1002,2019-01-28 03:43:16 UTC,2019-09-11 15:08:53 UTC,true,6,,,,,,it_IT
how-do-i-see-form-notifications,359581,Come trovo e vedo notifiche relative a Documenti di Ispezione?,"",979,2019-01-28 03:40:35 UTC,2019-09-11 14:03:36 UTC,true,6,,,,,,it_IT
how-do-i-send-notifications-regarding-a-form,359579,Notifica manuale Documento di Ispezione,"",1071,2019-01-28 03:40:33 UTC,2019-09-11 13:33:38 UTC,true,6,,,,,,it_IT
345440-how-to-enable-location-data-on-the-mobile-device,359598,Come attivare i servizi di localizzazione per SnagR,"",947,2019-01-28 03:40:47 UTC,2019-03-04 17:47:59 UTC,true,6,,,,,,it_IT
341362-i-can-t-sync-on-mobile-app-what-should-i-do,359615,"La sincronizzazione non funziona, cosa dovrei fare? ","",724,2019-01-28 03:41:17 UTC,2019-02-25 18:29:56 UTC,true,6,,,,,,it_IT
340863-permits-dashboard,359672,Come visualizzo e pubblico Permessi di Lavoro,"",758,2019-01-28 03:42:44 UTC,2019-09-11 13:22:21 UTC,true,6,,,,,,it_IT
how-to-download-files,359595,"Documenti nel repositorio, come scaricarli al primo accesso","",1023,2019-01-28 03:40:45 UTC,2019-09-11 15:10:48 UTC,true,6,,,,,,it_IT
what-do-the-pin-colours-represent,359720,Cosa significano i colori dei Cartellini?,"",1140,2019-01-28 03:43:55 UTC,2019-09-11 14:52:24 UTC,true,6,,,,,,it_IT
can-i-track-changes-of-a-form,359589,Come monitorare i cambiamenti ad un Documento di Ispezione,"",1003,2019-01-28 03:40:42 UTC,2019-02-26 20:11:46 UTC,true,6,,,,,,it_IT
how-do-i-download-a-project,359722,Set up progetto su applicazione mobile,"",1674,2019-01-28 03:43:56 UTC,2019-02-26 14:59:36 UTC,true,6,,,,,,it_IT
can-i-export-forms-in-pdf,359710,Esportare Documenti di Ispezione in PDF,"",1101,2019-01-28 03:43:25 UTC,2019-09-11 13:41:43 UTC,true,6,,,,,,it_IT
how-do-i-export-form-pdf-if-there-are-issues-and-documents-attached-to-it,359575,Come esporto in PDF un Documento con Difetti e documenti di repositorio collegati?,"",1073,2019-01-28 03:40:28 UTC,2019-09-11 13:44:21 UTC,true,6,,,,,,it_IT
340874-location-sign-off,359676,Sign-off di un Sito,"",1067,2019-01-28 03:42:47 UTC,2019-02-25 20:02:48 UTC,true,6,,,,,,it_IT
loginwith2fa,359643,Login con autenticazione Two-Factor ,"",968,2019-01-28 03:41:57 UTC,2019-02-25 16:05:46 UTC,true,6,,,,,,it_IT
340761-regions-divisions-programs,359662,Regioni / Divisioni / Programi (Amministrazione Societa'),"",732,2019-01-28 03:42:26 UTC,2019-09-12 13:17:28 UTC,true,6,,,,,,it_IT
340889-inspection-dashboard,359590,Visualizzazione di tutti Documenti di Ispezione del progetto aperti e modifica stato,"",821,2019-01-28 03:40:42 UTC,2019-09-11 14:07:16 UTC,true,6,,,,,,it_IT
312904-how-do-i-digitalise-a-form,359599,Creazione Modelli di Documento (amministrazione societa'),"",1351,2019-01-28 03:40:48 UTC,2019-09-12 13:51:00 UTC,true,6,,,,,,it_IT
